path,class,note
/api/admin/catalog/categories/[id],T,"review: likely tenant-scoped ops"
/api/admin/catalog/categories,T,"review: likely tenant-scoped ops"
/api/admin/catalog/global-categories/[id],T,"needs explicit tenant filter"
/api/admin/catalog/global-categories,T,"needs explicit tenant filter"
/api/admin/catalog/services/[id],T,"needs explicit tenant filter"
/api/admin/catalog/services,T,"review: likely tenant-scoped ops"
/api/admin/commercial/terminal-campaigns,T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-collection-locations/[id],T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-collection-locations,T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-insights,T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-orders/[id],T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-orders,T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-products/[id],T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-products,T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-reporting,T,"uses resolveAdminApiTenantId"
/api/admin/commercial/terminal-vendors/[vendor],T,"needs explicit tenant filter"
/api/admin/commercial/terminal-vendors,T,"uses resolveAdminApiTenantId"
/api/admin/compliance/lookup-user/[id],U,"needs tenant review"
/api/admin/compliance/purge-audit,T,"review: likely tenant-scoped ops"
/api/admin/compliance/purge-provider,U,"scoped"
/api/admin/compliance/purge-user,U,"scoped"
/api/admin/compliance/reset-tenant,T,"uses resolveAdminApiTenantId"
/api/admin/content/about-us/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/about-us,T,"uses resolveAdminApiTenantId"
/api/admin/content/app-links/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/app-links,T,"uses resolveAdminApiTenantId"
/api/admin/content/faqs/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/faqs,T,"uses resolveAdminApiTenantId"
/api/admin/content/featured-cities/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/featured-cities,T,"uses resolveAdminApiTenantId"
/api/admin/content/footer-links/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/footer-links,T,"uses resolveAdminApiTenantId"
/api/admin/content/footer-settings/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/footer-settings,T,"uses resolveAdminApiTenantId"
/api/admin/content/learning/articles/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/learning/articles,T,"uses resolveAdminApiTenantId"
/api/admin/content/learning/categories/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/learning/categories,T,"uses resolveAdminApiTenantId"
/api/admin/content/learning/featured,T,"uses resolveAdminApiTenantId"
/api/admin/content/learning/homepage,T,"uses resolveAdminApiTenantId"
/api/admin/content/pages/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/pages,T,"uses resolveAdminApiTenantId"
/api/admin/content/preference-options/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/preference-options,T,"uses resolveAdminApiTenantId"
/api/admin/content/profile-questions/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/profile-questions,T,"uses resolveAdminApiTenantId"
/api/admin/content/resources/[id],T,"uses resolveAdminApiTenantId"
/api/admin/content/resources,T,"uses resolveAdminApiTenantId"
/api/admin/control-plane/config-change-log,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/flags-preview,G,"tagged @admin-global"
/api/admin/control-plane/integrations/aura,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/integrations/didit,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/integrations/didit/test,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/integrations/gemini,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ads/packs,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ads,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ads/time-packs,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ai/entitlements,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ai,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ai/templates/[id],T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ai/templates,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ai/usage,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/distance,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/on-demand,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/ranking,T,"review: likely tenant-scoped ops"
/api/admin/control-plane/modules/safety,T,"review: likely tenant-scoped ops"
/api/admin/custom-fields/[id],T,"review: likely tenant-scoped ops"
/api/admin/custom-fields,T,"review: likely tenant-scoped ops"
/api/admin/dashboard/marketing-insights,T,"uses resolveAdminApiTenantId"
/api/admin/dashboard,T,"uses resolveAdminApiTenantId"
/api/admin/disputes/[id],T,"uses resolveAdminApiTenantId"
/api/admin/disputes,T,"uses resolveAdminApiTenantId"
/api/admin/ecommerce/catalog/[id],T,"uses resolveAdminApiTenantId"
/api/admin/ecommerce/catalog,T,"uses resolveAdminApiTenantId"
/api/admin/ecommerce/overview,T,"uses resolveAdminApiTenantId"
/api/admin/email-templates/[id],T,"uses resolveAdminApiTenantId"
/api/admin/email-templates,T,"review: likely tenant-scoped ops"
/api/admin/explore/comments/[id],T,"uses resolveAdminApiTenantId"
/api/admin/explore/posts/[id],T,"uses resolveAdminApiTenantId"
/api/admin/explore/posts,T,"uses resolveAdminApiTenantId"
/api/admin/export/analytics,T,"uses resolveAdminApiTenantId"
/api/admin/export/audit-logs,T,"review: likely tenant-scoped ops"
/api/admin/export/bookings,T,"uses resolveAdminApiTenantId"
/api/admin/export/finance,T,"uses resolveAdminApiTenantId"
/api/admin/export/gift-cards,T,"uses resolveAdminApiTenantId"
/api/admin/export/providers,T,"uses resolveAdminApiTenantId"
/api/admin/export/reviews,T,"needs explicit tenant filter"
/api/admin/export/transactions,T,"uses resolveAdminApiTenantId"
/api/admin/export/users,T,"uses resolveAdminApiTenantId"
/api/admin/feature-flags/[id],G,"tagged @admin-global"
/api/admin/feature-flags,G,"tagged @admin-global"
/api/admin/fees/adjustments,T,"uses resolveAdminApiTenantId"
/api/admin/fees/configs,T,"review: likely tenant-scoped ops"
/api/admin/fees/reconciliations,T,"needs explicit tenant filter"
/api/admin/finance/adjustments,T,"uses resolveAdminApiTenantId"
/api/admin/finance/period-locks/[id],T,"uses resolveAdminApiTenantId"
/api/admin/finance/period-locks,U,"scoped"
/api/admin/finance/summary,T,"uses resolveAdminApiTenantId"
/api/admin/finance/transactions,T,"uses resolveAdminApiTenantId"
/api/admin/finance/trial-balance,T,"uses resolveAdminApiTenantId"
/api/admin/finance/wallet-booking-debit-audit,T,"uses resolveAdminApiTenantId"
/api/admin/finance/wallet-reconciliation,T,"uses resolveAdminApiTenantId"
/api/admin/gamification/backfill/initialize,T,"review: likely tenant-scoped ops"
/api/admin/gamification/backfill,T,"review: likely tenant-scoped ops"
/api/admin/gamification/badges/[id],T,"needs explicit tenant filter"
/api/admin/gamification/badges,T,"needs explicit tenant filter"
/api/admin/gamification/point-rules,T,"needs explicit tenant filter"
/api/admin/gamification/providers/[id]/recalculate,T,"review: likely tenant-scoped ops"
/api/admin/gift-cards/[id],T,"uses resolveAdminApiTenantId"
/api/admin/gift-cards/metrics,T,"uses resolveAdminApiTenantId"
/api/admin/gift-cards,T,"uses resolveAdminApiTenantId"
/api/admin/gods-eye/audit,T,"review: likely tenant-scoped ops"
/api/admin/gods-eye/booking/[id]/track,T,"uses resolveAdminApiTenantId"
/api/admin/gods-eye/config,T,"review: likely tenant-scoped ops"
/api/admin/gods-eye/map-state,T,"uses resolveAdminApiTenantId"
/api/admin/gods-eye/retention,T,"review: likely tenant-scoped ops"
/api/admin/gods-eye,T,"uses resolveAdminApiTenantId"
/api/admin/group-bookings/[id],T,"uses resolveAdminApiTenantId"
/api/admin/group-bookings,T,"uses resolveAdminApiTenantId"
/api/admin/identity-verification/metrics,T,"review: likely tenant-scoped ops"
/api/admin/identity-verification/sessions/[id]/override,U,"needs tenant review"
/api/admin/identity-verification/sessions/[id]/reprocess-webhook,T,"review: likely tenant-scoped ops"
/api/admin/identity-verification/sessions/[id]/resend,T,"review: likely tenant-scoped ops"
/api/admin/identity-verification/sessions/[id]/resolve-flag,U,"needs tenant review"
/api/admin/identity-verification/sessions/[id],T,"review: likely tenant-scoped ops"
/api/admin/identity-verification/sessions,T,"review: likely tenant-scoped ops"
/api/admin/impersonation/check,T,"review: likely tenant-scoped ops"
/api/admin/impersonation/end,T,"review: likely tenant-scoped ops"
/api/admin/integrations/amplitude,T,"review: likely tenant-scoped ops"
/api/admin/integrations/paystack,T,"review: likely tenant-scoped ops"
/api/admin/integrations/resend,T,"review: likely tenant-scoped ops"
/api/admin/integrations/resend/test,T,"uses resolveAdminApiTenantId"
/api/admin/integrations/slack/channels,T,"review: likely tenant-scoped ops"
/api/admin/integrations/slack/logs,T,"uses resolveAdminApiTenantId"
/api/admin/integrations/slack/oauth/callback,T,"review: likely tenant-scoped ops"
/api/admin/integrations/slack/oauth/install,T,"uses resolveAdminApiTenantId"
/api/admin/integrations/slack,T,"review: likely tenant-scoped ops"
/api/admin/integrations/slack/test,T,"review: likely tenant-scoped ops"
/api/admin/integrations/wasender,T,"review: likely tenant-scoped ops"
/api/admin/integrations/yoco,T,"review: likely tenant-scoped ops"
/api/admin/invoices/[id],T,"needs explicit tenant filter"
/api/admin/invoices,T,"uses resolveAdminApiTenantId"
/api/admin/iso-codes/countries/[code],T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/countries,T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/currencies/[code],T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/currencies,T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/languages/[code],T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/languages,T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/locales/[code],T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/locales,T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/timezones/[code],T,"review: likely tenant-scoped ops"
/api/admin/iso-codes/timezones,T,"review: likely tenant-scoped ops"
/api/admin/learning/articles/[slug],T,"uses resolveAdminApiTenantId"
/api/admin/learning/browse,T,"uses resolveAdminApiTenantId"
/api/admin/learning/search,T,"review: likely tenant-scoped ops"
/api/admin/learning/training-paths,T,"review: likely tenant-scoped ops"
/api/admin/loyalty/config,T,"needs explicit tenant filter"
/api/admin/loyalty/milestones/[id],T,"needs explicit tenant filter"
/api/admin/loyalty/milestones,T,"uses resolveAdminApiTenantId"
/api/admin/loyalty/rules/[id],T,"needs explicit tenant filter"
/api/admin/loyalty/rules,T,"uses resolveAdminApiTenantId"
/api/admin/maintenance-notify,T,"review: likely tenant-scoped ops"
/api/admin/maintenance,T,"review: likely tenant-scoped ops"
/api/admin/mapbox/config,T,"review: likely tenant-scoped ops"
/api/admin/mapbox/service-zones/[id],T,"review: likely tenant-scoped ops"
/api/admin/mapbox/service-zones,T,"review: likely tenant-scoped ops"
/api/admin/marketing/pricebook,T,"review: likely tenant-scoped ops"
/api/admin/monitoring/errors,T,"review: likely tenant-scoped ops"
/api/admin/monitoring/health,T,"review: likely tenant-scoped ops"
/api/admin/nav-counts,T,"uses resolveAdminApiTenantId"
/api/admin/notification-logs,U,"needs tenant review"
/api/admin/notification-templates/[id],T,"uses resolveAdminApiTenantId"
/api/admin/notification-templates/[id]/whatsapp/push,T,"uses resolveAdminApiTenantId"
/api/admin/notification-templates,T,"review: likely tenant-scoped ops"
/api/admin/notification-templates/whatsapp/validate-readiness,T,"review: likely tenant-scoped ops"
/api/admin/notifications/config,T,"uses resolveAdminApiTenantId"
/api/admin/notifications/logs,T,"review: likely tenant-scoped ops"
/api/admin/notifications/onesignal,T,"review: likely tenant-scoped ops"
/api/admin/notifications/send,T,"uses resolveAdminApiTenantId"
/api/admin/notifications/templates/[id],T,"review: likely tenant-scoped ops"
/api/admin/notifications/templates,T,"review: likely tenant-scoped ops"
/api/admin/notifications/test,U,"scoped"
/api/admin/payment-safety-copy,T,"review: likely tenant-scoped ops"
/api/admin/payments/[txId]/refund,T,"uses resolveAdminApiTenantId"
/api/admin/payouts/[id]/approve,T,"uses resolveAdminApiTenantId"
/api/admin/payouts/[id]/finalize-transfer,T,"uses resolveAdminApiTenantId"
/api/admin/payouts/[id]/initiate-transfer,T,"uses resolveAdminApiTenantId"
/api/admin/payouts/[id]/mark-failed,T,"uses resolveAdminApiTenantId"
/api/admin/payouts/[id]/mark-paid,T,"uses resolveAdminApiTenantId"
/api/admin/payouts/[id]/reject,T,"uses resolveAdminApiTenantId"
/api/admin/payouts/bulk-approve,T,"uses resolveAdminApiTenantId"
/api/admin/payouts,T,"uses resolveAdminApiTenantId"
/api/admin/paystack-terminal/payments/[id],T,"needs explicit tenant filter"
/api/admin/paystack-terminal/payments,T,"needs explicit tenant filter"
/api/admin/paystack-terminal/payments/sync,T,"needs explicit tenant filter"
/api/admin/paystack-terminal/setup-requests,T,"needs explicit tenant filter"
/api/admin/paystack-terminal/terminals/[id]/assets,T,"needs explicit tenant filter"
/api/admin/paystack-terminal/terminals/[id]/poster,T,"needs explicit tenant filter"
/api/admin/paystack-terminal/terminals,T,"needs explicit tenant filter"
/api/admin/plans,T,"review: likely tenant-scoped ops"
/api/admin/platform-fees,T,"review: likely tenant-scoped ops"
/api/admin/platform-zones/[id],T,"needs explicit tenant filter"
/api/admin/platform-zones,T,"review: likely tenant-scoped ops"
/api/admin/pricing-plans/[planId]/features,T,"review: likely tenant-scoped ops"
/api/admin/pricing-plans,T,"review: likely tenant-scoped ops"
/api/admin/product-orders/[id],T,"uses resolveAdminApiTenantId"
/api/admin/product-orders,T,"uses resolveAdminApiTenantId"
/api/admin/product-returns/[id],T,"review: likely tenant-scoped ops"
/api/admin/product-returns,T,"review: likely tenant-scoped ops"
/api/admin/promotions/[id]/redemptions,T,"uses resolveAdminApiTenantId"
/api/admin/promotions/[id],T,"uses resolveAdminApiTenantId"
/api/admin/promotions,T,"uses resolveAdminApiTenantId"
/api/admin/provider-client-ratings,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/activation-queue,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/assignable-users,U,"needs tenant review"
/api/admin/provider-ops/assist/create-account,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/automations/auto-assign,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/automations/stall-check,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/categories,T,"review: likely tenant-scoped ops"
/api/admin/provider-ops/comms/sms,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/comms/whatsapp,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/dashboard,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/dedup-check,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/duplicates,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/[id]/activities,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/[id]/assign,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/[id]/convert,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/[id]/invite,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/[id],T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/[id]/stage,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/bulk-delete,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/export,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/import,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/leads/template,T,"review: likely tenant-scoped ops"
/api/admin/provider-ops/pipeline/stats,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/providers/[id]/lifecycle,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/reports/funnel,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/reports/lead-assignees,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/reports/previous-software,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/reports/step-dropoff,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/run-stall-check,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/settings,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/tracker/[userId]/assign,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/tracker/[userId]/draft,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/tracker/[userId]/note,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/tracker/[userId],T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/tracker/[userId]/submit,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/tracker,T,"uses resolveAdminApiTenantId"
/api/admin/provider-ops/tracker/stats,T,"uses resolveAdminApiTenantId"
/api/admin/provider-subscriptions/[id],T,"uses resolveAdminApiTenantId"
/api/admin/provider-subscriptions/receipts/[financeTxId]/pdf,T,"review: likely tenant-scoped ops"
/api/admin/provider-subscriptions,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/distance-settings,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/gamification/deduct,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/gamification,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/marketing-credits,T,"needs explicit tenant filter"
/api/admin/providers/[id]/overrides,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/payment-terminal-profile,T,"needs explicit tenant filter"
/api/admin/providers/[id]/payout-accounts,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id],T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/status,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/terminal-integrations,T,"needs explicit tenant filter"
/api/admin/providers/[id]/terminal-notes,T,"needs explicit tenant filter"
/api/admin/providers/[id]/transactions,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/verify,T,"uses resolveAdminApiTenantId"
/api/admin/providers/[id]/yoco,T,"uses resolveAdminApiTenantId"
/api/admin/providers/bulk,T,"uses resolveAdminApiTenantId"
/api/admin/providers,T,"uses resolveAdminApiTenantId"
/api/admin/ranking/recompute,T,"uses resolveAdminApiTenantId"
/api/admin/ranking/scores,T,"uses resolveAdminApiTenantId"
/api/admin/referral-sources/[id],T,"review: likely tenant-scoped ops"
/api/admin/referral-sources,T,"needs explicit tenant filter"
/api/admin/referrals/faqs/[id],T,"review: likely tenant-scoped ops"
/api/admin/referrals/faqs,T,"review: likely tenant-scoped ops"
/api/admin/referrals,T,"uses resolveAdminApiTenantId"
/api/admin/refunds/[id],T,"uses resolveAdminApiTenantId"
/api/admin/refunds,T,"uses resolveAdminApiTenantId"
/api/admin/reports/bookings,T,"uses resolveAdminApiTenantId"
/api/admin/reports/customers,T,"uses resolveAdminApiTenantId"
/api/admin/reports/gift-cards,T,"uses resolveAdminApiTenantId"
/api/admin/reports/memberships,T,"uses resolveAdminApiTenantId"
/api/admin/reports/providers,T,"uses resolveAdminApiTenantId"
/api/admin/reports/revenue,T,"uses resolveAdminApiTenantId"
/api/admin/reports/support-performance,U,"scoped"
/api/admin/reports/support-workload,U,"scoped"
/api/admin/reports/yoco-reconciliation,T,"uses resolveAdminApiTenantId"
/api/admin/reviews/[id],T,"needs explicit tenant filter"
/api/admin/reviews,T,"uses resolveAdminApiTenantId"
/api/admin/safety/logs/[id],T,"review: likely tenant-scoped ops"
/api/admin/safety/logs,T,"uses resolveAdminApiTenantId"
/api/admin/search,T,"uses resolveAdminApiTenantId"
/api/admin/security,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id]/exclude,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id]/exclusions/[exclusionId],T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id]/include-drawn,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id]/include,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id]/inclusions/[inclusionId],T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id]/map-layers,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id]/publish,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id]/rollout-summary,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/[id],T,"review: likely tenant-scoped ops"
/api/admin/service-zones/areas/geometry,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/areas/postal-codes,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/areas/resolve-point,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/areas/search,T,"review: likely tenant-scoped ops"
/api/admin/service-zones/clone,T,"review: likely tenant-scoped ops"
/api/admin/service-zones,T,"review: likely tenant-scoped ops"
/api/admin/settings/admin-team/[id],U,"needs tenant review"
/api/admin/settings/admin-team,U,"needs tenant review"
/api/admin/settings,T,"uses resolveAdminApiTenantId"
/api/admin/settings/sales,T,"review: likely tenant-scoped ops"
/api/admin/settings/section-permissions,T,"review: likely tenant-scoped ops"
/api/admin/sms-templates/[id],T,"uses resolveAdminApiTenantId"
/api/admin/sms-templates,T,"review: likely tenant-scoped ops"
/api/admin/staff/[id]/reset-password,T,"needs explicit tenant filter"
/api/admin/staff/[id],T,"needs explicit tenant filter"
/api/admin/staff,T,"needs explicit tenant filter"
/api/admin/subscription-metrics,T,"uses resolveAdminApiTenantId"
/api/admin/subscription-plans/[id],T,"needs explicit tenant filter"
/api/admin/subscription-plans,T,"uses resolveAdminApiTenantId"
/api/admin/support-ticket-assignees,U,"needs tenant review"
/api/admin/support-tickets/[id]/messages,T,"review: likely tenant-scoped ops"
/api/admin/support-tickets/[id]/notes,T,"review: likely tenant-scoped ops"
/api/admin/support-tickets/[id],T,"review: likely tenant-scoped ops"
/api/admin/support-tickets/[id]/seen,T,"review: likely tenant-scoped ops"
/api/admin/support-tickets/[id]/upload,T,"review: likely tenant-scoped ops"
/api/admin/support-tickets,T,"review: likely tenant-scoped ops"
/api/admin/system-health,T,"review: likely tenant-scoped ops"
/api/admin/taxes,T,"uses resolveAdminApiTenantId"
/api/admin/tenant-domains/[id],G,"tagged @admin-global"
/api/admin/tenant-domains,G,"tagged @admin-global"
/api/admin/tenants/[id],T,"review: likely tenant-scoped ops"
/api/admin/tenants,G,"tagged @admin-global"
/api/admin/travel-fees,T,"review: likely tenant-scoped ops"
/api/admin/user-reports/[id],T,"uses resolveAdminApiTenantId"
/api/admin/user-reports,U,"scoped"
/api/admin/user-reports/summary,T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/bookings,T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/export,T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/guest-booking-link,T,"needs explicit tenant filter"
/api/admin/users/[id]/identity-verification/reset,U,"scoped"
/api/admin/users/[id]/impersonate,T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/loyalty,T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/password,T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/reset-password,T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/role,U,"scoped"
/api/admin/users/[id],T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/send-claim-invite,U,"scoped"
/api/admin/users/[id]/wallet-transactions,T,"uses resolveAdminApiTenantId"
/api/admin/users/[id]/warn,T,"uses resolveAdminApiTenantId"
/api/admin/users/bulk,U,"needs tenant review"
/api/admin/users,U,"scoped"
/api/admin/users/search,U,"needs tenant review"
/api/admin/verifications/[id],T,"uses resolveAdminApiTenantId"
/api/admin/verifications/[id]/view,T,"uses resolveAdminApiTenantId"
/api/admin/verifications,T,"uses resolveAdminApiTenantId"
/api/admin/webhooks/endpoints/[id],T,"review: likely tenant-scoped ops"
/api/admin/webhooks/endpoints/[id]/test,T,"review: likely tenant-scoped ops"
/api/admin/webhooks/endpoints,T,"review: likely tenant-scoped ops"
/api/admin/webhooks/failures/[id]/retry,T,"review: likely tenant-scoped ops"
/api/admin/webhooks/failures,T,"review: likely tenant-scoped ops"
/api/admin/whatsapp/bulk/[batchId]/cancel,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/bulk/[batchId]/pause,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/bulk/[batchId]/resume,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/bulk/[batchId],T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/bulk,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/content-templates/push-all,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/content-templates,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/content-templates/sync-all,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/delivery-log,T,"review: likely tenant-scoped ops"
/api/admin/whatsapp/send,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/sessions/[id]/connect,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/sessions/[id]/disconnect,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/sessions/[id]/qr,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/sessions/[id],T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/sessions,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/templates/[id],T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/templates,T,"uses resolveAdminApiTenantId"
/api/admin/whatsapp/verify-number,T,"uses resolveAdminApiTenantId"
